TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2025,11,4,11,38,23XX W 35TH AVE,Arbutus Ridge,488367.5565,5454178.2362
Mischief,2025,8,19,18,30,23XX W 37TH AVE,Arbutus Ridge,488327.1674,5453963.6969
Mischief,2025,2,25,15,5,23XX W 4TH AVE,Kitsilano,488530.008,5457277.3822
Mischief,2025,5,20,22,8,23XX W 8TH AVE,Kitsilano,488368.774,5456905.2505
Mischief,2025,4,10,18,0,23XX WINDSOR ST,Mount Pleasant,493946.2357,5456833.8098
Mischief,2025,5,31,20,0,23XX YORK AVE,Kitsilano,488486.0145,5457672.7967
Mischief,2025,6,12,16,0,2XX ALEXANDER ST,Strathcona,492767.8903,5459039.1965
Mischief,2025,6,28,17,24,2XX ALEXANDER ST,Strathcona,492770.2976,5459039.1108
Mischief,2025,6,17,16,0,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.1293
Mischief,2025,6,12,12,0,2XX ALVIN NAROD MEWS,Central Business District,491275.5475,5457981.351
Mischief,2025,1,30,23,31,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Mischief,2025,2,27,18,20,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Mischief,2025,4,13,13,31,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Mischief,2025,5,7,21,10,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Mischief,2025,12,26,0,0,2XX BURRARD ST,Central Business District,491602.097,5459484.4883
Mischief,2025,1,3,19,14,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,1,9,18,18,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,1,19,16,44,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,1,26,9,24,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,1,29,17,44,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,2,3,20,43,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,2,6,21,23,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,2,10,17,30,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,2,18,13,34,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,2,27,1,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,3,2,8,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,3,14,16,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,3,15,4,50,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,3,21,14,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,4,15,19,30,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,4,21,12,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,4,27,3,53,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,6,6,21,5,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,6,28,14,54,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,7,24,2,45,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,8,5,7,31,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,8,14,9,45,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,9,22,19,35,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,10,6,1,34,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,11,6,3,35,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,11,26,19,2,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,11,29,15,57,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,12,17,14,42,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,12,18,9,26,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2025,6,3,17,5,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Mischief,2025,10,4,8,2,2XX BURRARD ST,Central Business District,491603.6933,5459486.0136
Mischief,2025,7,9,15,55,2XX CAMBIE ST,Central Business District,492083.9846,5459044.5818
Mischief,2025,12,9,21,9,2XX CAMBIE ST,Central Business District,492083.9846,5459044.5818
Mischief,2025,4,12,19,24,2XX CAMBIE ST,Central Business District,492088.0558,5459058.8894
Mischief,2025,9,14,1,9,2XX CARRALL ST,Central Business District,492424.2663,5458956.2142
Mischief,2025,4,27,3,37,2XX CLARK DR,Grandview-Woodland,494405.6042,5458894.1745
Mischief,2025,4,3,3,19,2XX COLUMBIA ST,Central Business District,492561.3391,5458866.0853
Mischief,2025,3,25,1,50,2XX COLUMBIA ST,Central Business District,492572.8915,5458943.0312
Mischief,2025,4,9,16,15,2XX COLUMBIA ST,Central Business District,492572.8915,5458943.0312
Mischief,2025,8,24,3,32,2XX COLUMBIA ST,Central Business District,492572.8915,5458943.0312
Mischief,2025,1,23,19,50,2XX COLUMBIA ST,Central Business District,492573.0032,5458946.5899
Mischief,2025,10,19,22,30,2XX DAVIE ST,Central Business District,491137.5399,5457954.62
Mischief,2025,8,19,14,55,2XX DUNLEVY AVE,Strathcona,493061.6216,5458905.949
Mischief,2025,1,11,8,30,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.6233
Mischief,2025,3,9,1,48,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.6233
Mischief,2025,8,7,17,14,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.6233
Mischief,2025,9,18,13,42,2XX DUNLEVY AVE,Strathcona,493071.3689,5458927.8783
Mischief,2025,5,12,18,25,2XX DUNLEVY AVE,Strathcona,493071.4675,5458931.4982
Mischief,2025,7,15,0,0,2XX DUNLEVY AVE,Strathcona,493071.4675,5458931.4982
Mischief,2025,7,15,22,0,2XX DUNSMUIR ST,Central Business District,491879.7227,5458643.1784
Mischief,2025,10,28,16,0,2XX E 11TH AVE,Mount Pleasant,492828.3613,5456479.8755
Mischief,2025,12,29,10,28,2XX E 12TH AVE,Mount Pleasant,492769.266,5456391.7655
Mischief,2025,8,13,20,30,2XX E 12TH AVE,Mount Pleasant,492778.8283,5456391.9559
Mischief,2025,2,7,18,18,2XX E 12TH AVE,Mount Pleasant,492779.2531,5456391.9641
Mischief,2025,7,2,12,30,2XX E 12TH AVE,Mount Pleasant,492779.2531,5456391.9641
Mischief,2025,2,15,13,56,2XX E 14TH AVE,Mount Pleasant,492818.0025,5456177.6547
Mischief,2025,1,20,3,8,2XX E 17TH AVE,Riley Park,492742.3606,5455877.7632
Mischief,2025,1,23,21,0,2XX E 17TH AVE,Riley Park,492742.3606,5455877.7632
Mischief,2025,11,22,16,0,2XX E 1ST AVE,Mount Pleasant,492689.5466,5457484.4472
Mischief,2025,10,11,6,0,2XX E 26TH AVE,Riley Park,492641.8099,5454978.3415
Mischief,2025,10,13,16,30,2XX E 2ND AVE,Mount Pleasant,492768.5055,5457294.0381
Mischief,2025,1,30,18,40,2XX E 4TH AVE,Mount Pleasant,492762.9335,5457179.912
Mischief,2025,6,1,0,0,2XX E 5TH AVE,Mount Pleasant,492793.5264,5457067.7033
Mischief,2025,9,30,12,0,2XX E 64TH AVE,Sunset,492568.4616,5451099.0705
Mischief,2025,9,30,23,0,2XX E 64TH AVE,Sunset,492568.4616,5451099.0705
Mischief,2025,4,27,18,30,2XX E BROADWAY AVE,Mount Pleasant,492729.325,5456680.0417
Mischief,2025,4,11,8,30,2XX E CORDOVA ST,Strathcona,492761.2975,5458837.2714
Mischief,2025,5,25,22,22,2XX E CORDOVA ST,Strathcona,492761.2975,5458837.2714
Mischief,2025,9,5,20,45,2XX E CORDOVA ST,Strathcona,492761.2975,5458837.2714
Mischief,2025,2,15,0,33,2XX E CORDOVA ST,Strathcona,492808.2006,5458835.9159
Mischief,2025,2,14,22,30,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,2,19,2,30,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,2,27,20,15,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,3,2,5,45,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,3,10,2,12,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,5,31,7,30,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,6,23,11,30,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,9,8,20,30,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,10,8,13,20,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,12,20,18,47,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.8549
Mischief,2025,6,1,5,0,2XX E CORDOVA ST,Strathcona,492812.6484,5458835.7874
Mischief,2025,11,9,2,19,2XX E CORDOVA ST,Strathcona,492848.7014,5458843.8934
Mischief,2025,1,23,23,32,2XX E CORDOVA ST,Strathcona,492850.4943,5458843.8415
Mischief,2025,12,1,21,0,2XX E GEORGIA ST,Strathcona,492744.755,5458423.9184
Mischief,2025,10,12,16,0,2XX E GEORGIA ST,Strathcona,492752.9791,5458423.7334
Mischief,2025,11,28,13,0,2XX E GEORGIA ST,Strathcona,492752.9791,5458423.7334
Mischief,2025,7,15,15,0,2XX E GEORGIA ST,Strathcona,492764.3892,5458432.6232
Mischief,2025,3,7,20,0,2XX E GEORGIA ST,Strathcona,492771.2519,5458432.4687
Mischief,2025,3,7,15,30,2XX E GEORGIA ST,Strathcona,492782.0923,5458432.2249
Mischief,2025,11,29,18,30,2XX E GEORGIA ST,Strathcona,492782.0923,5458432.2249
Mischief,2025,10,30,10,0,2XX E GEORGIA ST,Strathcona,492785.7057,5458432.1436
Mischief,2025,10,18,9,35,2XX E GEORGIA ST,Strathcona,492789.3192,5458432.0624
Mischief,2025,9,16,11,1,2XX E GEORGIA ST,Strathcona,492803.773,5458431.7373
Mischief,2025,4,5,19,30,2XX E GEORGIA ST,Strathcona,492832.4749,5458421.9453
Mischief,2025,7,14,3,0,2XX E GEORGIA ST,Strathcona,492920.4285,5458429.1136
Mischief,2025,4,26,23,47,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2025,5,23,12,36,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2025,8,28,14,20,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2025,11,8,10,13,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2025,11,8,13,5,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2025,7,8,12,0,2XX E HASTINGS ST,Strathcona,492807.0342,5458731.3757
Mischief,2025,10,6,17,19,2XX E HASTINGS ST,Strathcona,492807.0342,5458731.3757
Mischief,2025,1,27,4,10,2XX E HASTINGS ST,Strathcona,492807.2631,5458740.5168
Mischief,2025,8,31,19,25,2XX E HASTINGS ST,Strathcona,492807.2631,5458740.5168
Mischief,2025,10,1,0,34,2XX E HASTINGS ST,Strathcona,492820.0726,5458731.0493
Mischief,2025,3,19,9,23,2XX E HASTINGS ST,Strathcona,492847.009,5458739.5216
Mischief,2025,3,29,8,49,2XX E HASTINGS ST,Strathcona,492849.3825,5458739.4619
Mischief,2025,8,15,19,51,2XX E HASTINGS ST,Strathcona,492849.3825,5458739.4619
Mischief,2025,3,25,13,0,21XX W 1ST AVE,Kitsilano,488742.7752,5457577.9751
Mischief,2025,7,23,21,50,21XX W 1ST AVE,Kitsilano,488828.4361,5457575.6893
Mischief,2025,3,12,17,30,21XX W 1ST AVE,Kitsilano,488885.2994,5457565.0246
Mischief,2025,5,20,23,0,21XX W 37TH AVE,Arbutus Ridge,488553.7937,5453956.9143
Mischief,2025,7,3,21,17,21XX W 37TH AVE,Arbutus Ridge,488616.1624,5453955.0858
Mischief,2025,11,13,7,0,21XX W 38TH AVE,Arbutus Ridge,488509.8894,5453858.2822
Mischief,2025,2,25,11,55,21XX W 38TH AVE,Arbutus Ridge,488655.2605,5453845.4158
Mischief,2025,8,18,16,0,21XX W 38TH AVE,Arbutus Ridge,488667.1168,5453845.1125
Mischief,2025,6,19,18,0,21XX W 38TH AVE,Arbutus Ridge,488671.0689,5453845.0114
Mischief,2025,12,24,18,30,21XX W 41ST AVE,Kerrisdale,488464.0297,5453546.3616
Mischief,2025,8,22,15,15,21XX W 41ST AVE,Arbutus Ridge,488583.1635,5453552.5567
Mischief,2025,12,30,6,4,21XX W 41ST AVE,Arbutus Ridge,488583.1635,5453552.5567
Mischief,2025,7,14,18,49,21XX W 43RD AVE,Kerrisdale,488606.5861,5453334.3011
Mischief,2025,11,23,5,43,21XX W 4TH AVE,Kitsilano,488877.3586,5457277.7733
Mischief,2025,8,6,5,15,21XX W 54TH AVE,Kerrisdale,488637.7522,5452130.9769
Mischief,2025,5,1,8,0,21XX WALL ST,Grandview-Woodland,495568.9571,5459388.1984
Mischief,2025,5,19,22,0,22XX ALBERTA ST,Mount Pleasant,491930.7755,5456969.5185
Mischief,2025,11,6,4,49,22XX ALDER ST,Fairview,490456.4295,5457042.1509
Mischief,2025,1,17,21,30,22XX BALACLAVA ST,Kitsilano,487353.1058,5457118.381
Mischief,2025,2,19,19,0,22XX BALACLAVA ST,Kitsilano,487353.1058,5457118.381
Mischief,2025,7,14,15,0,22XX BOUNDARY RD,Renfrew-Collingwood,498271.3019,5456972.1566
Mischief,2025,5,9,17,0,22XX BRUNSWICK ST,Mount Pleasant,492950.9979,5456912.6334
Mischief,2025,5,10,17,0,22XX BRUNSWICK ST,Mount Pleasant,492950.9979,5456912.6334
Mischief,2025,6,1,16,45,22XX BRUNSWICK ST,Mount Pleasant,492950.9979,5456912.6334
Mischief,2025,3,14,13,55,22XX CAMBIE ST,Fairview,491638.2069,5456930.3437
Mischief,2025,4,7,18,45,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.9744
Mischief,2025,12,23,19,0,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.9744
Mischief,2025,3,31,8,0,22XX CAROLINA ST,Mount Pleasant,493383.4859,5456942.3174
Mischief,2025,12,19,5,29,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.6991
Mischief,2025,9,1,0,0,22XX CASSIAR ST,Hastings-Sunrise,497748.4935,5456870.144
Mischief,2025,7,19,21,30,22XX COLLINGWOOD ST,Kitsilano,486770.2206,5457088.6498
Mischief,2025,3,18,0,0,22XX COLUMBIA ST,Mount Pleasant,492040.9485,5456991.3403
Mischief,2025,9,20,20,35,22XX COMMERCIAL DR,Grandview-Woodland,494920.39,5456839.9446
Mischief,2025,2,17,21,37,22XX COMMERCIAL DR,Grandview-Woodland,494920.4164,5456841.8857
Mischief,2025,4,28,16,33,22XX COMMERCIAL DR,Grandview-Woodland,494920.5117,5456848.9071
Mischief,2025,2,13,22,13,22XX COMMERCIAL DR,Grandview-Woodland,494921.4454,5456917.6723
Mischief,2025,12,15,15,50,22XX COMMERCIAL DR,Grandview-Woodland,494930.639,5456921.2652
Mischief,2025,4,11,11,0,22XX CORNWALL AVE,Kitsilano,488590.3424,5457769.0173
Mischief,2025,12,20,12,53,22XX E 28TH AVE,Kensington-Cedar Cottage,495697.1742,5454777.463
Mischief,2025,4,24,18,0,22XX E 30TH AVE,Kensington-Cedar Cottage,495516.7983,5454394.661
Mischief,2025,4,26,22,0,22XX E 3RD AVE,Grandview-Woodland,495655.8959,5457213.9081
Mischief,2025,7,7,10,41,22XX E 41ST AVE,Kensington-Cedar Cottage,495545.5315,5453353.0211
Mischief,2025,4,24,15,1,22XX E 44TH AVE,Victoria-Fraserview,495493.1733,5453056.9371
Mischief,2025,3,14,9,45,22XX E 51ST AVE,Victoria-Fraserview,495450.9996,5452263.5084
Mischief,2025,7,20,3,38,22XX E HASTINGS ST,Grandview-Woodland,495668.3041,5458710.3828
Mischief,2025,6,14,9,23,22XX E HASTINGS ST,Grandview-Woodland,495716.6564,5458710.2333
Mischief,2025,8,3,12,0,22XX E HASTINGS ST,Grandview-Woodland,495783.8367,5458719.1693
Mischief,2025,9,24,15,40,22XX EDDINGTON DR,Arbutus Ridge,488484.1376,5454828.3074
Mischief,2025,10,27,23,0,22XX EDDINGTON DR,Arbutus Ridge,488484.1376,5454828.3074
Mischief,2025,4,20,23,0,22XX ETON ST,Grandview-Woodland,495708.0428,5459425.0263
Mischief,2025,11,26,0,52,22XX ETON ST,Grandview-Woodland,495708.0428,5459425.0263
Mischief,2025,4,17,19,0,22XX GRANVILLE ST,Fairview,489920.4727,5457013.8798
Mischief,2025,6,5,13,8,28XX W 8TH AVE,Kitsilano,487638.9169,5456925.0892
Mischief,2025,11,20,22,50,28XX W BROADWAY AVE,Kitsilano,487734.5468,5456831.5844
Mischief,2025,7,28,21,15,29XX ASH ST,Fairview,491443.3603,5456305.5932
Mischief,2025,3,14,0,36,29XX CAMBIE ST,Fairview,491626.6748,5456283.6101
Mischief,2025,11,17,21,0,29XX CAMBIE ST,Mount Pleasant,491635.9858,5456300.0166
Mischief,2025,6,14,2,11,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.1616,5456183.9843
Mischief,2025,10,21,1,36,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.1616,5456183.9843
Mischief,2025,8,1,20,30,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.3378,5456210.6555
Mischief,2025,3,4,7,50,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Mischief,2025,3,10,17,30,29XX E 22ND AVE,Renfrew-Collingwood,496861.7177,5455322.5066
Mischief,2025,2,23,17,32,29XX E 27TH AVE,Renfrew-Collingwood,496962.8064,5454825.1397
Mischief,2025,7,7,19,18,29XX E 28TH AVE,Renfrew-Collingwood,496882.6021,5454734.5073
Mischief,2025,7,7,20,20,29XX E 28TH AVE,Renfrew-Collingwood,496882.6021,5454734.5073
Mischief,2025,2,12,21,0,29XX E 4TH AVE,Hastings-Sunrise,496967.6437,5457104.8682
Mischief,2025,10,7,23,45,29XX E GEORGIA ST,Hastings-Sunrise,496802.1129,5458387.6339
Mischief,2025,4,7,12,12,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Mischief,2025,8,24,23,0,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Mischief,2025,5,21,6,39,29XX E HASTINGS ST,Hastings-Sunrise,496816.2709,5458707.6609
Mischief,2025,6,16,20,30,29XX EUCLID AVE,Renfrew-Collingwood,496697.5237,5454262.263
Mischief,2025,10,7,19,0,29XX EUCLID AVE,Renfrew-Collingwood,496697.5237,5454262.263
Mischief,2025,1,3,18,0,29XX FIR ST,Fairview,489721.036,5456289.0366
Mischief,2025,4,11,10,0,29XX FIR ST,Fairview,489721.036,5456289.0366
Mischief,2025,4,18,14,38,29XX GRANDVIEW HWY,Renfrew-Collingwood,496804.6068,5456163.6909
Mischief,2025,11,5,4,49,29XX GRANDVIEW HWY,Renfrew-Collingwood,496963.9847,5456159.3731
Mischief,2025,12,25,8,33,29XX GRANVILLE ST,Fairview,489901.3039,5456265.0471
Mischief,2025,3,13,22,3,29XX KINGSWAY AVE,Renfrew-Collingwood,496720.8303,5453721.4691
Mischief,2025,10,16,23,21,29XX KINGSWAY AVE,Renfrew-Collingwood,496754.7632,5453704.9859
Mischief,2025,4,19,19,0,29XX KINGSWAY AVE,Renfrew-Collingwood,496782.1279,5453709.0713
Mischief,2025,4,17,8,0,29XX LAUREL ST,Fairview,490957.131,5456281.3975
Mischief,2025,5,3,21,50,29XX MAIN ST,Mount Pleasant,492637.6703,5456237.819
Mischief,2025,10,25,17,3,29XX MAIN ST,Mount Pleasant,492637.6703,5456237.819
Mischief,2025,1,1,0,30,29XX MAIN ST,Mount Pleasant,492637.9972,5456256.4203
Mischief,2025,10,31,10,0,29XX OAK ST,Fairview,490782.937,5456321.4065
Mischief,2025,6,5,16,47,29XX POINT GREY RD,Kitsilano,487535.4102,5457620.7527
Mischief,2025,5,28,4,52,29XX RENFREW ST,Renfrew-Collingwood,496766.4056,5456152.4253
Mischief,2025,3,2,13,9,29XX RUPERT ST,Renfrew-Collingwood,497532.164,5456081.2582
Mischief,2025,7,2,0,0,29XX SKEENA ST,Renfrew-Collingwood,497928.392,5456151.3416
Mischief,2025,12,27,22,7,29XX VENABLES ST,Hastings-Sunrise,496970.0333,5458180.1537
Mischief,2025,5,14,13,26,29XX VIRTUAL WAY,Renfrew-Collingwood,496820.0726,5456489.9937
Mischief,2025,3,12,18,30,29XX W 19TH AVE,Arbutus Ridge,487461.6315,5455871.9725
Mischief,2025,12,28,1,10,29XX W 19TH AVE,Arbutus Ridge,487616.5067,5455870.4871
Mischief,2025,8,4,20,0,29XX W 21ST AVE [IFO 2903 W 21ST AVE],Arbutus Ridge,487614.8617,5455669.5389
Mischief,2025,11,24,10,1,29XX W 35TH AVE,Dunbar-Southlands,487590.0828,5454193.5497
Mischief,2025,10,3,13,30,29XX W 40TH AVE,Dunbar-Southlands,487506.0519,5453664.5582
Mischief,2025,6,26,11,0,29XX WATSON ST,Mount Pleasant,492689.0678,5456210.4431
Mischief,2025,11,21,0,0,2X E 10TH AVE,Mount Pleasant,492398.8854,5456589.5425
Mischief,2025,2,9,21,0,2X E 2ND AVE,Mount Pleasant,492423.7642,5457400.9906
Mischief,2025,3,22,2,18,2X E 7TH AVE,Mount Pleasant,492413.1338,5456887.6912
Mischief,2025,8,20,5,42,2X E HASTINGS ST,Central Business District,492452.8594,5458751.6999
Mischief,2025,2,20,18,0,2X E PENDER ST,Central Business District,492442.6361,5458646.1279
Mischief,2025,9,17,22,32,2X NANAIMO ST,Grandview-Woodland,495884.5008,5459087.552
Mischief,2025,6,3,15,59,2X POWELL ST,Central Business District,492474.2991,5458946.5297
Mischief,2025,8,12,21,38,2X W 2ND AVE,Mount Pleasant,492340.4871,5457389.0786
Mischief,2025,10,4,19,5,2X W HASTINGS ST,Central Business District,492357.3899,5458772.2719
Mischief,2025,1,15,18,10,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Mischief,2025,3,11,18,49,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Mischief,2025,3,11,19,35,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Mischief,2025,6,28,4,20,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Mischief,2025,12,20,4,0,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Mischief,2025,4,28,8,16,2X W PENDER ST,Central Business District,492327.5797,5458669.7555
Mischief,2025,12,14,8,24,2X W PENDER ST,Central Business District,492338.0294,5458666.9244
Mischief,2025,4,16,0,0,2XX ABBOTT ST,Central Business District,492247.2487,5458986.5192
Mischief,2025,6,13,0,0,2XX ABBOTT ST,Central Business District,492247.2487,5458986.5192
Mischief,2025,6,13,11,57,2XX ABBOTT ST,Central Business District,492247.2487,5458986.5192
Mischief,2025,3,5,11,50,2XX ABBOTT ST,Central Business District,492254.486,5458978.0457
Mischief,2025,2,9,17,3,2XX ABBOTT ST,Central Business District,492261.9986,5459006.8031
Mischief,2025,10,16,11,45,2XX ABBOTT ST,Central Business District,492261.9986,5459006.8031
Mischief,2025,10,22,6,52,2XX ABBOTT ST,Central Business District,492261.9986,5459006.8031
Mischief,2025,6,23,15,32,2XX ABBOTT ST,Central Business District,492264.6817,5459017.0736
Mischief,2025,3,29,1,0,34XX E 5TH AVE,Hastings-Sunrise,497789.5968,5456992.7622
Mischief,2025,9,26,7,0,34XX E HASTINGS ST,Hastings-Sunrise,497843.5665,5458708.3582
Mischief,2025,10,6,3,56,34XX E HASTINGS ST,Hastings-Sunrise,497843.5665,5458708.3582
Mischief,2025,11,22,9,30,34XX E KENT AVE S,Killarney,497641.4914,5450265.644
Mischief,2025,5,22,3,44,34XX E PENDER ST,Hastings-Sunrise,497843.9923,5458602.3695
Mischief,2025,2,15,3,25,34XX KINGSWAY AVE,Renfrew-Collingwood,497580.557,5453327.6436
Mischief,2025,3,18,14,45,34XX KINGSWAY AVE,Renfrew-Collingwood,497580.557,5453327.6436
Mischief,2025,11,27,22,24,34XX KINGSWAY AVE,Renfrew-Collingwood,497726.73,5453253.2856
Mischief,2025,3,26,7,8,34XX KINGSWAY AVE,Killarney,497806.4794,5453242.0511
Mischief,2025,11,2,7,0,34XX KNIGHT ST,Kensington-Cedar Cottage,494481.7695,5455656.0664
Mischief,2025,11,30,9,0,34XX LILLOOET ST,Renfrew-Collingwood,497160.0168,5455692.5835
Mischief,2025,10,30,22,56,34XX LOUGHEED HWY,Renfrew-Collingwood,497824.9934,5456637.7574
Mischief,2025,1,30,19,0,34XX NANAIMO ST,Kensington-Cedar Cottage,495877.2457,5455567.5406
